1 16 50 16 10 1 66478 0.576309067688 0.606910365548 
1 16 50 16 10 2 66478 0.558671268335 0.541160593792 
1 16 50 16 10 3 66478 0.581564955536 0.496868475992 
1 16 50 16 10 4 66478 0.596514745308 0.526887561108 
1 16 50 16 10 5 66478 0.591005442567 0.511324041812 
1 16 50 16 10 6 66478 0.578749196437 0.472537053182 
1 16 50 16 10 7 66478 0.593698003328 0.545142857143 
1 16 50 16 10 8 66478 0.537032540068 0.561835478456 
1 16 50 16 10 9 66478 0.53839251378 0.601071975498 
1 16 50 16 10 10 66478 0.490360912711 0.542610127625 
1 16 100 16 10 1 66478 0.589343916986 0.598706136052 
1 16 100 16 10 2 66478 0.587747604627 0.596006144393 
1 16 100 16 10 3 66478 0.572856626327 0.541356184799 
1 16 100 16 10 4 66478 0.598330152672 0.603925277843 
1 16 100 16 10 5 66478 0.621510064001 0.519933946686 
1 16 100 16 10 6 66478 0.620143188361 0.625320955955 
1 16 100 16 10 7 66478 0.601104009297 0.590106007067 
1 16 100 16 10 8 66478 0.617844015911 0.591130479364 
1 16 100 16 10 9 66478 0.590818719982 0.563928234183 
1 16 100 16 10 10 66478 0.576490810525 0.57354925776 
1 16 200 16 10 1 66478 0.60201860281 0.633451145821 
1 16 200 16 10 2 66478 0.618176464092 0.626879589696 
1 16 200 16 10 3 66478 0.624718001685 0.53547133139 
1 16 200 16 10 4 66478 0.614468658728 0.633834929321 
1 16 200 16 10 5 66478 0.631205477939 0.658296813929 
1 16 200 16 10 6 66478 0.616758920629 0.614063215758 
1 16 200 16 10 7 66478 0.597304977541 0.526124107018 
1 16 200 16 10 8 66478 0.621292396866 0.660119760479 
1 16 200 16 10 9 66478 0.530540432877 0.52351605579 
1 16 200 16 10 10 66478 0.621533782209 0.595340465953 
1 16 400 16 10 1 66478 0.657882379327 0.633264527429 
1 16 400 16 10 2 66478 0.658397867741 0.658515063658 
1 16 400 16 10 3 66478 0.659066146631 0.610950570342 
1 16 400 16 10 4 66478 0.576481876333 0.592952380952 
1 16 400 16 10 5 66478 0.655926169311 0.623756582797 
1 16 400 16 10 6 66478 0.645076907677 0.664525901242 
1 16 400 16 10 7 66478 0.613075281926 0.608771060456 
1 16 400 16 10 8 66478 0.655559775622 0.6337875008 
1 16 400 16 10 9 66478 0.65365643511 0.625676925109 
1 16 400 16 10 10 66478 0.64977859605 0.647194377232 
1 16 800 16 10 1 66478 0.662451715481 0.674811745849 
1 16 800 16 10 2 66478 0.678724391997 0.653659558131 
1 16 800 16 10 3 66478 0.670111514276 0.652457650653 
1 16 800 16 10 4 66478 0.647739451308 0.645963803505 
1 16 800 16 10 5 66478 0.665090083933 0.652125879865 
1 16 800 16 10 6 66478 0.667440935598 0.676572975761 
1 16 800 16 10 7 66478 0.665658893112 0.686565235649 
1 16 800 16 10 8 66478 0.654553577127 0.600040732012 
1 16 800 16 10 9 66478 0.651686200255 0.65019842411 
1 16 800 16 10 10 66478 0.656125074745 0.659236588324 
