1 16 50 16 10 1 66478 0.569812291077 0.610211706102 
1 16 50 16 10 2 66478 0.571414986687 0.582597730139 
1 16 50 16 10 3 66478 0.593248275441 0.493617021277 
1 16 50 16 10 4 66478 0.559933383004 0.503552397869 
1 16 50 16 10 5 66478 0.572651112512 0.499116295511 
1 16 50 16 10 6 66478 0.593237755052 0.495219885277 
1 16 50 16 10 7 66478 0.547803830911 0.448828606658 
1 16 50 16 10 8 66478 0.549390462531 0.559290727743 
1 16 50 16 10 9 66478 0.56341053418 0.608243297319 
1 16 50 16 10 10 66478 0.557896753185 0.616274864376 
1 16 100 16 10 1 66478 0.616607360848 0.597365945437 
1 16 100 16 10 2 66478 0.578219753191 0.588168373151 
1 16 100 16 10 3 66478 0.632255945702 0.565291676837 
1 16 100 16 10 4 66478 0.597151099085 0.610227761066 
1 16 100 16 10 5 66478 0.640152115354 0.522835528159 
1 16 100 16 10 6 66478 0.601223074115 0.583839828388 
1 16 100 16 10 7 66478 0.637765426821 0.614613558428 
1 16 100 16 10 8 66478 0.633176822111 0.61446762395 
1 16 100 16 10 9 66478 0.603917377262 0.570980392157 
1 16 100 16 10 10 66478 0.608616092435 0.657104437472 
1 16 200 16 10 1 66478 0.624492066563 0.634312280304 
1 16 200 16 10 2 66478 0.637027825276 0.646652497343 
1 16 200 16 10 3 66478 0.627699857266 0.533030646992 
1 16 200 16 10 4 66478 0.645754164921 0.634794486527 
1 16 200 16 10 5 66478 0.640309574065 0.662699888434 
1 16 200 16 10 6 66478 0.619456051609 0.628488176622 
1 16 200 16 10 7 66478 0.640340556048 0.604118435482 
1 16 200 16 10 8 66478 0.62953004289 0.633713031665 
1 16 200 16 10 9 66478 0.645544943269 0.629442936539 
1 16 200 16 10 10 66478 0.646041632519 0.622569832402 
1 16 400 16 10 1 66478 0.667590162004 0.633169625992 
1 16 400 16 10 2 66478 0.661159389731 0.660194174757 
1 16 400 16 10 3 66478 0.670653313679 0.627610291497 
1 16 400 16 10 4 66478 0.657207312544 0.677564825254 
1 16 400 16 10 5 66478 0.645848329308 0.612721819545 
1 16 400 16 10 6 66478 0.661754185148 0.680162457165 
1 16 400 16 10 7 66478 0.638284360731 0.622640433419 
1 16 400 16 10 8 66478 0.63725356394 0.642264519278 
1 16 400 16 10 9 66478 0.632287481052 0.608052134534 
1 16 400 16 10 10 66478 0.642028549674 0.650312975808 
1 16 800 16 10 1 66478 0.687867464335 0.691695255356 
1 16 800 16 10 2 66478 0.684775938322 0.649737588421 
1 16 800 16 10 3 66478 0.681677996308 0.674394575396 
1 16 800 16 10 4 66478 0.68824857046 0.663531700989 
1 16 800 16 10 5 66478 0.654777618633 0.647431868822 
1 16 800 16 10 6 66478 0.684691408118 0.682818940384 
1 16 800 16 10 7 66478 0.665156720476 0.684475777085 
1 16 800 16 10 8 66478 0.68154782679 0.647908033685 
1 16 800 16 10 9 66478 0.694471958026 0.679693194044 
1 16 800 16 10 10 66478 0.672651782481 0.667945146 
